pcon,lab_pc_17,cons_pc_17,lib_pc_17,refno,Constituency,Estimated Leave proportion,Known result,han_est_leave,Notes,Region,Errors,X10,index_mp,party,name_mp,brexit_vote,rebel,payroll,cabinet,lab_min_con_17,bfb_Seat,bfb_Con,bfb_Lab,bfb_LibDem,bfb_Green,bfb_BXP,bfb_Plaid,bfb_Other,bfb_Reco
E14000613,0.29525418275418275,0.591924066924067,0.05735199485199485,113,Bury St Edmunds,0.5373851606,NA,0.5373851606,NA,East of England,NA,NA,98,Con,Jo Churchill,For,No,Y,N,-0.2966698841698842,Bury St Edmunds,0.397540984,0.143442623,0.214139344,0.089139344,0.130122951,NA,0.025614754,Lib Dem
E14000614,0.4509766768870362,0.4614669101181658,0.03362386743376856,116,Calder Valley,0.5174351392,0.5316421306,0.5316421306,http://www.bbc.co.uk/news/uk-politics-38762034,Yorkshire and The Humber,0.01420699144,NA,632,Con,Craig Whittaker,For,No,Y,N,-0.010490233231129631,Calder Valley,0.381592554,0.263702172,0.146845915,0.058945191,0.123061013,NA,0.025853154,Lab
E14000615,0.7779732460112868,0.12800459834181008,0.059447502264334984,117,Camberwell and Peckham,0.3019691475,NA,0.3019691475,NA,London,NA,NA,262,Lab,Ms Harriet Harman,Against,No,N,N,0.6499686476694767,Camberwell and Peckham,0.154462243,0.465675057,0.223112128,0.068649886,0.059496568,NA,0.028604119,Lab
E14000616,0.4421330691761598,0.4746780584447746,0.061478454680534915,118,Camborne and Redruth,0.5791059617,NA,0.5791059617,NA,South West,NA,NA,181,Con,George Eustice,For,No,Y,N,-0.03254498926861482,Camborne and Redruth,0.344292237,0.247488585,0.189041096,0.04109589,0.155251142,NA,0.02283105,Lab
E14000617,0.5190402974934745,0.163281724890049,0.2926842349912397,119,Cambridge,0.2647545662,0.262252731,0.262252731,http://www.bbc.co.uk/news/uk-politics-38762034,East of England,-0.002501835168,NA,650,Lab,Daniel Zeichner,Against,No,N,N,0.35575857260342547,Cambridge,0.157084189,0.299794661,0.383983573,0.073921971,0.059548255,NA,0.025667351,LibLab
E14000618,0.3744777740641711,0.5497576871657754,0.016585895721925134,124,Cannock Chase,0.6886035313,0.6886035313,0.6886035313,http://www.bbc.co.uk/news/uk-politics-38762034,West Midlands,0,NA,429,Con,Amanda Milling,For,No,Y,N,-0.17527991310160435,Cannock Chase,0.443807339,0.209862385,0.106651376,0.059633028,0.151376147,NA,0.028669725,Lab
E14000619,0.4502112676056338,0.446919014084507,0.0802992957746479,125,Canterbury,0.4534039729,NA,0.4534039729,NA,South East,NA,NA,165,Lab,Rosie Duffield,Against,No,N,N,0.0032922535211267756,Canterbury,0.316626889,0.257756563,0.215592681,0.085123309,0.105011933,NA,0.019888624,Lab
E14000620,0.4383361204013378,0.49869936826458566,0.029171311780007432,130,Carlisle,0.6048799932,NA,0.6048799932,NA,North West,NA,NA,570,Con,John Stevenson,For,No,N,N,-0.06036324786324787,Carlisle,0.388659794,0.273195876,0.127835052,0.041237113,0.143298969,NA,0.025773196,Lab
E14000621,0.18442259570862807,0.38322857762102736,0.4102023525702914,133,Carshalton and Wallington,0.5630242446,NA,0.5630242446,NA,London,NA,NA,56,LD,Tom Brake,Against,No,N,N,-0.1988059819123993,Carshalton and Wallington,0.316513762,0.117431193,0.377981651,0.049541284,0.11559633,NA,0.02293578,Lib Dem
E14000622,0.25059270856631627,0.6726906732274659,0.023462312681726685,134,Castle Point,0.7269939242,0.7269939242,0.7269939242,NA,East of England,0,NA,266,Con,Rebecca Harris,For,No,Y,N,-0.4220979646611496,Castle Point,0.4,0.120618557,0.139175258,0.056701031,0.257731959,NA,0.025773196,Lib Dem
E14000623,0.2696563169905262,0.540730239955743,0.11703893230067076,188,Central Devon,0.5117887205,NA,0.5117887205,NA,South West,NA,NA,577,Con,Mel Stride,For,No,Y,N,-0.27107392296521676,Central Devon,0.417355372,0.155991736,0.231404959,0.05785124,0.111570248,NA,0.025826446,Lib Dem
E14000624,0.2973427216757484,0.6013728681621966,0.043008279668813244,547,Central Suffolk and North Ipswich,0.5448855513,NA,0.5448855513,NA,East of England,NA,NA,488,Con,Dr Dan Poulter,For,No,N,N,-0.3040301464864482,Central Suffolk and North Ipswich,0.405737705,0.154713115,0.220286885,0.06045082,0.133196721,NA,0.025614754,Lib Dem
E14000625,0.30768812527185735,0.6038494997825141,0.0371900826446281,136,Charnwood,0.5829449052,NA,0.5829449052,NA,East Midlands,NA,NA,15,Con,Edward Argar,For,No,Y,N,-0.29616137451065677,Charnwood,0.449026346,0.161512028,0.161512028,0.064146621,0.135166094,NA,0.028636884,Lab
E14000626,0.33702383604366226,0.569993316997104,0.024860770773000668,137,Chatham and Aylesford,0.6474851595,NA,0.6474851595,NA,South East,NA,NA,124,Con,Tracey Crouch,Against,Yes,N,N,-0.23296948095344172,Chatham and Aylesford,0.397330596,0.196098563,0.116016427,0.069815195,0.195071869,NA,0.025667351,Lab
E14000627,0.19088543575459943,0.4458513523418603,0.3632632119035403,138,Cheadle,0.419059151,0.4265303264,0.4265303264,http://www.bbc.co.uk/news/uk-politics-38762034,North West,0.007471175415,NA,513,Con,Mary Robinson,For,No,N,N,-0.25496591658726087,Cheadle,0.361643836,0.124200913,0.353424658,0.068493151,0.069406393,NA,0.02283105,Lib Dem
E14000628,0.29815335912768204,0.5368448821667253,0.12163207879001055,139,Chelmsford,0.5054572553,NA,0.5054572553,NA,East of England,NA,NA,196,Con,Vicky Ford,For,No,N,N,-0.23869152303904329,Chelmsford,0.365384615,0.149267399,0.28021978,0.06959707,0.112637363,NA,0.022893773,Lib Dem
E14000629,0.3321069122673756,0.5264669578427649,0.10983194075199393,140,Chelsea and Fulham,0.2921402094,NA,0.2921402094,NA,London,NA,NA,259,Con,Greg Hands,Against,Yes,N,N,-0.19436004557538927,Chelsea and Fulham,0.378551787,0.175068744,0.302474794,0.062328139,0.058661778,NA,0.022914757,Lib Dem
E14000630,0.09485722304076334,0.46683154423630113,0.4217708552585421,141,Cheltenham,0.4278241767,NA,0.4278241767,NA,South West,NA,NA,90,Con,Alex Chalk,For,No,N,N,-0.3719743211955378,Cheltenham,0.365602472,0.08753862,0.401647786,0.051493306,0.067971164,NA,0.025746653,Lib Dem
E14000631,0.2058568015637443,0.6065662781437776,0.12993194816477233,142,Chesham and Amersham,0.4498498396,0.4498498396,0.4498498396,NA,South East,0,NA,221,Con,Dame Cheryl Gillan,For,No,N,N,-0.4007094765800333,Chesham and Amersham,0.406345957,0.102354145,0.307062436,0.065506653,0.093142272,NA,0.025588536,Lib Dem
E14000632,0.5480418135915037,0.34763285830533935,0.054499551401089155,144,Chesterfield,0.593187532,NA,0.593187532,NA,East Midlands,NA,NA,479,Lab,Toby Perkins,Against,No,N,N,0.20040895528616437,Chesterfield,0.262903226,0.312903226,0.148387097,0.075,0.180645161,NA,0.02016129,Lab
E14000633,0.2238225574952435,0.6013551854200742,0.11263727093694716,145,Chichester,0.5064288139,NA,0.5064288139,NA,South East,NA,NA,334,Con,Gillian Keegan,For,No,N,N,-0.37753262792483067,Chichester,0.425968109,0.117312073,0.222095672,0.096810934,0.109339408,NA,0.028473804,Lib Dem
E14000634,0.43947105044611484,0.49138646962373034,0.04350418432316177,146,Chingford and Woodford Green,0.4920964123,NA,0.4920964123,NA,London,NA,NA,167,Con,Mr Iain Duncan Smith,Against,Yes,N,N,-0.051915419177615496,Chingford and Woodford Green,0.374199451,0.260750229,0.197621226,0.046660567,0.0978957,NA,0.022872827,Lab
E14000635,0.19663983199159957,0.5471998599929997,0.2561603080154008,147,Chippenham,0.5232609827,NA,0.5232609827,NA,South West,NA,NA,154,Con,Michelle Donelan,For,No,Y,N,-0.3505600280014001,Chippenham,0.424829157,0.120728929,0.292710706,0.037585421,0.095671982,NA,0.028473804,Lib Dem
E14000636,0.45695830250978836,0.46332749941360085,0.0543456687656749,148,Chipping Barnet,0.4092972926,NA,0.4092972926,NA,London,NA,NA,616,Con,Theresa Villiers,Against,Yes,N,N,-0.006369196903812491,Chipping Barnet,0.33151184,0.267759563,0.249544627,0.050091075,0.078324226,NA,0.02276867,Lab
E14000637,0.5526296868821224,0.41760434266815255,0.02023942193622605,149,Chorley,0.565742818,NA,0.565742818,NA,North West,NA,NA,301,Lab,Sir Lindsay Hoyle,--,––,N,N,0.1350253442139699,Chorley,0.322709163,0.306772908,0.105179283,0.089243028,0.156175299,NA,0.019920319,Lab
E14000638,0.19866097878895603,0.6957775407828731,0.07939329304419955,150,Christchurch,0.5987484443,NA,0.5987484443,NA,South West,NA,NA,97,Con,Sir Christopher Chope,Against,Yes,N,N,-0.49711656199391707,Christchurch,0.463636364,0.101136364,0.235227273,0.048863636,0.122727273,NA,0.028409091,Lib Dem
E14000639,0.384358669219227,0.4657991410979459,0.11046722202100688,151,Cities of London and Westminster,0.286318407,NA,0.286318407,NA,London,NA,NA,191,Con,Mark Field,For,No,Y,N,-0.08144047187871889,Cities of London and Westminster,0.358386801,0.222731439,0.270394134,0.076993584,0.048579285,NA,0.022914757,Lib Dem
E14000640,0.5675723578100352,0.4049378777405576,0.027489764449407136,143,City of Chester,0.4271304058,NA,0.4271304058,NA,North West,NA,NA,400,Lab,Christian Matheson,Against,No,N,N,0.16263448006947762,City of Chester,0.332120109,0.353958144,0.162875341,0.041856233,0.08644222,NA,0.022747953,Lab
E14000641,0.5540104296001986,0.29815412631404686,0.09906050823607317,214,City of Durham,0.4435008497,NA,0.4435008497,NA,North East,NA,NA,43,Lab,Dr Roberta Blackman-Woods,Against,No,N,N,0.2558563032861518,City of Durham,0.255985267,0.354511971,0.20626151,0.054327808,0.105893186,NA,0.023020258,Lab
E14000642,0.253777324725337,0.6123230263903047,0.020092875750368104,152,Clacton,0.7107657381,NA,0.7107657381,NA,East of England,NA,NA,623,Con,Giles Watling,Against,Yes,N,N,-0.3585457016649677,Clacton,0.407676349,0.139004149,0.126556017,0.064315353,0.236514523,NA,0.02593361,Lab
E14000643,0.3536702616838057,0.5710433910208177,0.023200401304238776,153,Cleethorpes,0.6841059823,NA,0.6841059823,NA,Yorkshire and The Humber,NA,NA,615,Con,Martin Vickers,Against,Yes,N,N,-0.21737312933701197,Cleethorpes,0.410176532,0.190031153,0.134994808,0.056074766,0.182762202,NA,0.02596054,Lab
E14000644,0.3527500233448501,0.45877299467737415,0.1697077224764217,157,Colchester,0.5106418001,NA,0.5106418001,NA,East of England,NA,NA,497,Con,Will Quince,Against,Yes,N,N,-0.10602297133252403,Colchester,0.344007319,0.211344922,0.233302836,0.072278134,0.116193962,NA,0.022872827,Lib Dem
E14000645,0.47696127110228403,0.4618172790466733,0.04127772260840781,158,Colne Valley,0.4982459592,NA,0.4982459592,NA,Yorkshire and The Humber,NA,NA,619,Lab,Thelma Walker,Against,No,N,N,0.015143992055610733,Colne Valley,0.334246575,0.274885845,0.189041096,0.054794521,0.124200913,NA,0.02283105,Lab
E14000646,0.3416442887375291,0.5660578684355605,0.051608543330191534,159,Congleton,0.5265409394,NA,0.5265409394,NA,North West,NA,NA,67,Con,Fiona Bruce,Against,Yes,N,N,-0.22441357969803138,Congleton,0.423863636,0.190909091,0.182954546,0.052272727,0.121590909,NA,0.028409091,Lab
E14000647,0.45116127379038834,0.490646912199781,0.032706688098399606,160,Copeland,0.5984604808,NA,0.5984604808,NA,North West,NA,NA,267,Con,Trudy Harrison,For,No,N,N,-0.039485638409392676,Copeland,0.358974359,0.268315018,0.142857143,0.053113553,0.153846154,NA,0.022893773,Lab
E14000648,0.44742237111855593,0.49225794623064484,0.02575128756437822,161,Corby,0.60114346,NA,0.60114346,NA,East Midlands,NA,NA,495,Con,Tom Pursglove,Against,Yes,N,N,-0.04483557511208891,Corby,0.382626681,0.254395036,0.147880041,0.049638056,0.139607032,NA,0.025853154,Lab
E14000649,0.6342779736819472,0.29928184398383073,0.024877440440354347,165,Coventry North East,0.5922586701,NA,0.5922586701,NA,West Midlands,NA,NA,193,Lab,Colleen Fletcher,Against,No,N,N,0.33499612969811643,Coventry North East,0.258098224,0.398119122,0.104493208,0.073145246,0.140020899,NA,0.026123302,Lab
E14000650,0.5395093181407852,0.3673895163393448,0.02579790968725551,166,Coventry North West,0.5867347043,NA,0.5867347043,NA,West Midlands,NA,NA,514,Lab,Mr Geoffrey Robinson,Against,No,N,N,0.17211980180144038,Coventry North West,0.301380991,0.317627945,0.125913891,0.073923639,0.160844842,NA,0.020308692,Lab
E14000651,0.5504052415494906,0.38135250696675105,0.028568997426024804,167,Coventry South,0.4890117797,NA,0.4890117797,NA,West Midlands,NA,NA,129,Lab,Mr Jim Cunningham,Against,No,N,N,0.1690527345827395,Coventry South,0.307834101,0.341935484,0.13640553,0.08202765,0.10875576,NA,0.023041475,Lab
E14000652,0.4568854056849601,0.5057585582718358,0.0373560360432041,168,Crawley,0.584136714,0.584136714,0.584136714,NA,South East,0,NA,551,Con,Henry Smith,Against,Yes,N,N,-0.04887315258687569,Crawley,0.323175622,0.24137931,0.209302326,0.046511628,0.159582999,NA,0.020048115,Lab
E14000653,0.47118687189924946,0.4703145728460574,0.024242644519962928,169,Crewe and Nantwich,0.5900216001,NA,0.5900216001,NA,North West,NA,NA,554,Lab,Laura Smith,Against,No,N,N,8.722990531920827e-4,Crewe and Nantwich,0.384140062,0.28115345,0.105046344,0.051493306,0.152420185,NA,0.025746653,Lab
E14000654,0.5232523515089944,0.4242525091520555,0.018969715016377363,170,Croydon Central,0.4896830298,0.5031024069,0.5031024069,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.01341937709,NA,330,Lab,Sarah Jones,Against,No,N,N,0.09899984235693893,Croydon Central,0.337294333,0.309872029,0.146252285,0.063071298,0.120658135,NA,0.02285192,Lab
E14000655,0.7415426932559582,0.19871526088925415,0.027774516545628365,171,Croydon North,0.426225132,0.4116806604,0.4116806604,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.0145444716,NA,503,Lab,Mr Steve Reed,Against,No,N,N,0.542827432366704,Croydon North,0.203196347,0.46803653,0.156392694,0.061643836,0.082191781,NA,0.028538813,Lab
E14000656,0.35796725272213786,0.5441663809850302,0.05780563853926898,172,Croydon South,0.4586911633,0.4580567492,0.4580567492,http://www.bbc.co.uk/news/uk-politics-38762034,London,-6.34414105e-4,NA,483,Con,Chris Philp,For,No,N,N,-0.18619912826289237,Croydon South,0.42662116,0.189988623,0.201365188,0.075085324,0.078498294,NA,0.028441411,Lib Dem
E14000657,0.50079619571145,0.3993194162685688,0.01014331522806099,175,Dagenham and Rainham,0.6992601589,NA,0.6992601589,NA,London,NA,NA,125,Lab,Jon Cruddas,Against,No,N,N,0.10147677944288114,Dagenham and Rainham,0.325262308,0.328490718,0.085552865,0.043583535,0.196933011,NA,0.020177563,Lab
E14000658,0.5060802820358347,0.43289376798982526,0.023004663408974273,176,Darlington,0.5806846735,NA,0.5806846735,NA,North East,NA,NA,93,Lab,Jenny Chapman,Against,No,N,N,0.0731865140460094,Darlington,0.341284404,0.344954128,0.097247706,0.044036697,0.149541284,NA,0.02293578,Lab
E14000659,0.3323989377397462,0.5755753909707878,0.026335202124520507,177,Dartford,0.6403580012,NA,0.6403580012,NA,South East,NA,NA,320,Con,Gareth Johnson,Against,Yes,N,N,-0.2431764532310416,Dartford,0.403905447,0.184994861,0.16032888,0.055498458,0.169578623,NA,0.025693731,Lab
E14000660,0.2466629538472594,0.6371198102869051,0.07213049961374701,178,Daventry,0.5875854112,NA,0.5875854112,NA,East Midlands,NA,NA,276,Con,Chris Heaton-Harris,For,No,Y,N,-0.3904568564396457,Daventry,0.479564033,0.130790191,0.171662125,0.055858311,0.128065395,NA,0.034059946,Lib Dem
E14000661,0.6353948332028586,0.2799060582337938,0.02154094800373747,180,Denton and Reddish,0.6191800479,0.6098402815,0.6098402815,http://www.bbc.co.uk/news/uk-politics-38762034,North West,-0.009339766405,NA,249,Lab,Andrew Gwynne,Against,No,N,N,0.35548877496906484,Denton and Reddish,0.269694161,0.377201112,0.119555144,0.057460612,0.15291937,NA,0.023169601,Lab
E14000662,0.4853303747534517,0.44393080210387903,0.046474358974358976,181,Derby North,0.5373816638,NA,0.5373816638,NA,East Midlands,NA,NA,637,Lab,Chris Williamson,Against,No,N,N,0.04139957264957267,Derby North,0.349541284,0.272477064,0.166972477,0.046788991,0.141284404,NA,0.02293578,Lab
E14000663,0.5833664415309231,0.3350991038714519,0.027126649891846554,182,Derby South,0.6161100009,NA,0.6161100009,NA,East Midlands,NA,NA,29,Lab,Margaret Beckett,Against,No,N,N,0.24826733765947118,Derby South,0.276437848,0.36270872,0.097402597,0.059369202,0.180890538,NA,0.023191095,Lab
E14000664,0.3110084525226443,0.6000282423190979,0.06306106392850659,183,Derbyshire Dales,0.5128574119,NA,0.5128574119,NA,East Midlands,NA,NA,416,Con,Sir Patrick McLoughlin,For,No,N,N,-0.2890197897964536,Derbyshire Dales,0.45,0.167045455,0.201136364,0.056818182,0.096590909,NA,0.028409091,Lib Dem
E14000665,0.2096732749589864,0.6274385784594707,0.09301682050876603,187,Devizes,0.5146439081,NA,0.5146439081,NA,South West,NA,NA,480,Con,Claire Perry,For,No,Y,Y,-0.4177653035004843,Devizes,0.448747153,0.133257403,0.199316629,0.062642369,0.127562642,NA,0.028473804,Lib Dem
E14000666,0.5095764435405429,0.4508444601644708,0.021469625961623485,193,Dewsbury,0.5726844715,NA,0.5726844715,NA,Yorkshire and The Humber,NA,NA,538,Lab,Paula Sherriff,Against,No,N,N,0.058731983376072106,Dewsbury,0.36271809,0.287419651,0.136822773,0.060606061,0.129476584,NA,0.022956841,Lab
E14000667,0.5295076976602592,0.4171088109941724,0.018613551361224667,194,Don Valley,0.6855959842,NA,0.6855959842,NA,Yorkshire and The Humber,NA,NA,194,Lab,Caroline Flint,Against,No,N,N,0.11239888666608677,Don Valley,0.316045381,0.282820097,0.128849271,0.047001621,0.205024311,NA,0.020259319,Lib Dem
E14000668,0.579095388620305,0.343622164373373,0.022615284492376347,195,Doncaster Central,0.6631997578,NA,0.6631997578,NA,Yorkshire and The Humber,NA,NA,641,Lab,Dame Rosie Winterton,--,––,N,N,0.23547322424693196,Doncaster Central,0.29228243,0.330870279,0.102627258,0.052545156,0.201149425,NA,0.020525452,Lab
E14000669,0.607652675363963,0.27621005861221404,0.016685573832482512,196,Doncaster North,0.7206050853,NA,0.7206050853,NA,Yorkshire and The Humber,NA,NA,427,Lab,Edward Miliband,Against,No,N,N,0.3314426167517489,Doncaster North,0.235018727,0.362359551,0.088951311,0.052434457,0.237827715,NA,0.02340824,Lab
E14000670,0.39976138244236614,0.5236308355463187,0.02570911749990378,201,Dover,0.6312986991,NA,0.6312986991,NA,South East,NA,NA,179,Con,Charlie Elphicke,Against,Yes,N,N,-0.12386945310395259,Dover,0.362637363,0.224358974,0.148351648,0.067765568,0.17399267400000001,NA,0.022893773,Lab
E14000671,0.46491904394757133,0.46435363659727574,0.009457722950398356,204,Dudley North,0.6922548016,0.7143022556,0.7143022556,http://www.bbc.co.uk/news/uk-politics-38762034,West Midlands,0.02204745397,NA,18,Lab,Ian Austin,For,Yes,N,N,5.654073502955881e-4,Dudley North,0.361860465,0.293023256,0.077209302,0.048372093,0.19627907,NA,0.023255814,Lab
E14000672,0.3623574939859847,0.5644807028553499,0.016342432799916328,205,Dudley South,0.7015973437,0.7041731849,0.7041731849,http://www.bbc.co.uk/news/uk-politics-38762034,West Midlands,0.002575841243,NA,644,Con,Mike Wood,For,No,N,N,-0.2021232088693652,Dudley South,0.448791715,0.214039125,0.104718067,0.041426928,0.162255466,NA,0.0287687,Lab
E14000673,0.6963646402935362,0.1948595550647454,0.0797071763176175,206,Dulwich and West Norwood,0.2205254119,NA,0.2205254119,NA,London,NA,NA,269,Lab,Helen Hayes,Against,No,N,N,0.5015050852287908,Dulwich and West Norwood,0.174406605,0.423116615,0.26625387,0.063983488,0.046439628,NA,0.025799794,Lab
E14000674,0.5969607169961332,0.3474756965776445,0.055563586426222396,218,Ealing Central and Acton,0.282278614,0.2915028059,0.2915028059,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.009224191903,NA,305,Lab,Dr Rupa Huq,Against,No,N,N,0.2494850204184887,Ealing Central and Acton,0.30296827,0.386898669,0.19037871,0.044012283,0.050153531,NA,0.025588536,Lab
E14000675,0.6595132911874476,0.2845228120953614,0.02427831518013558,219,Ealing North,0.4880637093,0.4625609216,0.4625609216,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.02550278771,NA,489,Lab,Stephen Pound,Against,No,N,N,0.3749904790920862,Ealing North,0.260824742,0.398969072,0.16185567,0.06185567,0.090721649,NA,0.025773196,Lab
E14000676,0.7026248754014841,0.21331265920921474,0.04190940303466607,220,"Ealing, Southall",0.4427445108,0.4182634912,0.4182634912,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.02448101964,NA,534,Lab,Mr Virendra Sharma,Against,No,N,N,0.4893122161922694,"Ealing, Southall",0.217391304,0.43020595,0.16819222,0.067505721,0.088100687,NA,0.028604119,Lab
E14000677,0.6366736332636673,0.22714772852271478,0.012649873501264987,221,Easington,0.6657309975,NA,0.6657309975,NA,North East,NA,NA,444,Lab,Grahame Morris,Against,No,N,N,0.4095259047409525,Easington,0.22,0.395789474,0.102105263,0.045263158,0.210526316,NA,0.026315789,Lab
E14000679,0.8320943619444493,0.12785831582293009,0.011583352462345277,222,East Ham,0.4691542632,NA,0.4691542632,NA,London,NA,NA,595,Lab,Stephen Timms,Against,No,N,N,0.7042360461215192,East Ham,0.146776406,0.530864198,0.112482853,0.063100137,0.112482853,NA,0.034293553,Lab
E14000680,0.16984911926075658,0.6364243430551545,0.15165680046202715,287,East Hampshire,0.4872942006,NA,0.4872942006,NA,South East,NA,NA,286,Con,Mr Damian Hinds,For,No,Y,Y,-0.4665752237943979,East Hampshire,0.456818182,0.1,0.232954546,0.077272727,0.104545455,NA,0.028409091,Lib Dem
E14000681,0.19249024542675203,0.5964224785906119,0.10467374964106549,552,East Surrey,0.5419184365,NA,0.5419184365,NA,South East,NA,NA,250,Con,Mr Sam Gyimah,Against,Yes,N,N,-0.4039322331638599,East Surrey,0.435280642,0.113402062,0.210767469,0.067583047,0.144329897,NA,0.028636884,Lib Dem
E14000682,0.3931321422520097,0.4892595590865448,0.04749891748404465,638,East Worthing and Shoreham,0.5367434864,NA,0.5367434864,NA,South East,NA,NA,379,Con,Tim Loughton,Against,Yes,N,N,-0.09612741683453507,East Worthing and Shoreham,0.382716049,0.233539095,0.1718107,0.057613169,0.128600823,NA,0.025720165,Lab
E14000683,0.3046185781006746,0.5827340796204314,0.039550745051523464,650,East Yorkshire,0.633133693,NA,0.633133693,NA,Yorkshire and The Humber,NA,NA,343,Con,Sir Greg Knight,Against,Yes,N,N,-0.27811550151975684,East Yorkshire,0.409937888,0.169772257,0.17184265,0.062111801,0.160455487,NA,0.025879917,Lib Dem
E14000685,0.19996508379888267,0.5043470670391061,0.2568086592178771,226,Eastleigh,0.5401918453,NA,0.5401918453,NA,South East,NA,NA,138,Con,Mims Davies,For,No,Y,N,-0.3043819832402235,Eastleigh,0.379239466,0.115107914,0.30626927,0.05344296,0.12024666,NA,0.025693731,Lib Dem
E14000687,0.714799212418151,0.23137506296075827,0.019643756582261092,233,Edmonton,0.4821085522,0.455096172,0.455096172,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.02701238017,NA,466,Lab,Kate Osamor,Against,No,N,N,0.48342414945739276,Edmonton,0.196990424,0.476060192,0.142270862,0.049247606,0.10123119,NA,0.034199726,Lab
E14000688,0.5916292035571958,0.3680284261567758,0.01751114077622254,234,Ellesmere Port and Neston,0.5776683508,NA,0.5776683508,NA,North West,NA,NA,386,Lab,Justin Madders,Against,No,N,N,0.22360077740042006,Ellesmere Port and Neston,0.302559415,0.368372943,0.108775137,0.053016453,0.144424132,NA,0.02285192,Lab
E14000689,0.3786738772631084,0.5433475529878069,0.04376742467501932,235,Elmet and Rothwell,0.5635934444,NA,0.5635934444,NA,Yorkshire and The Humber,NA,NA,536,Con,Alec Shelbrooke,For,No,N,N,-0.1646736757246985,Elmet and Rothwell,0.398348813,0.185758514,0.199174407,0.058823529,0.132094943,NA,0.025799794,Lib Dem
E14000690,0.5444263893402665,0.4080164662550103,0.03156754414472972,236,Eltham,0.5277965599,0.5181526511,0.5181526511,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.009643908794,NA,173,Lab,Clive Efford,Against,No,N,N,0.13640992308525623,Eltham,0.318108974,0.309294872,0.167467949,0.055288462,0.129807692,NA,0.020032051,Lab
E14000691,0.5801914959332853,0.36919592298980747,0.02133223514876969,237,Enfield North,0.478841324,0.4921544262,0.4921544262,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.01331310217,NA,524,Lab,Joan Ryan,Against,No,N,N,0.21099557294347787,Enfield North,0.299897646,0.411463664,0.103377687,0.042988741,0.116683726,NA,0.025588536,Lab
E14000692,0.5170708491971527,0.42695745737460683,0.039831981460023175,238,"Enfield, Southgate",0.3737689986,0.3788481586,0.3788481586,http://www.bbc.co.uk/news/uk-politics-38762034,London,0.005079159956,NA,94,Lab,Bambos Charalambous,Against,No,N,N,0.09011339182254591,"Enfield, Southgate",0.321115538,0.296414343,0.207968128,0.074103586,0.080478088,NA,0.019920319,Lab
E14000693,0.2603241497469426,0.6195868370783197,0.056795131845841784,239,Epping Forest,0.6107376735,NA,0.6107376735,NA,East of England,NA,NA,346,Con,Dame Eleanor Laing,NA,NA,N,N,-0.3592626873313771,Epping Forest,0.44977169,0.168949772,0.155251142,0.0456621,0.151826484,NA,0.028538813,Lab
E14000694,0.250362771234772,0.5958390983025681,0.12487767016501873,240,Epsom and Ewell,0.4796217354,NA,0.4796217354,NA,South East,NA,NA,238,Con,Chris Grayling,For,No,Y,Y,-0.3454763270677961,Epsom and Ewell,0.431972789,0.136054422,0.240362812,0.069160998,0.094104308,NA,0.028344671,Lib Dem
E14000695,0.429983326972138,0.52106225266668,0.024969365822301682,241,Erewash,0.633037158,NA,0.633037158,NA,East Midlands,NA,NA,594,Con,Maggie Throup,For,No,N,N,-0.09107892569454207,Erewash,0.39089969,0.268872803,0.10237849,0.055842813,0.156153051,NA,0.025853154,Lab
E14000696,0.5754093198992444,0.3501934148974451,0.016867578265563152,242,Erith and Thamesmead,0.5432728958,NA,0.5432728958,NA,London,NA,NA,474,Lab,Teresa Pearce,Against,No,N,N,0.22521590500179928,Erith and Thamesmead,0.288479263,0.362211982,0.118894009,0.044239631,0.163133641,NA,0.023041475,Lab
E14000697,0.19673473480164433,0.586059957889108,0.17335650546438955,243,Esher and Walton,0.4162523621,NA,0.4162523621,NA,South East,NA,NA,499,Con,Dominic Raab,Against,Yes,N,N,-0.3893252230874637,Esher and Walton,0.37704918,0.093237705,0.346311475,0.052254098,0.105532787,NA,0.025614754,Lib Dem
E14000698,0.6195261894881187,0.3287263410497447,0.02818324522310232,244,Exeter,0.4470640158,NA,0.4470640158,NA,South West,NA,NA,53,Lab,Mr Ben Bradshaw,Against,No,N,N,0.290799848438374,Exeter,0.2688,0.3304,0.2104,0.0728,0.0976,NA,0.02,Lab
E14000699,0.2518679622548848,0.6299329989125478,0.0683340933805732,246,Fareham,0.554141921,NA,0.554141921,NA,South East,NA,NA,57,Con,Suella Braverman,Against,Yes,N,N,-0.37806503665766306,Fareham,0.455681818,0.127272727,0.209090909,0.055681818,0.123863636,NA,0.028409091,Lib Dem
E14000700,0.26084946431084044,0.6108665500814087,0.065307845383826807,247,Faversham and Mid Kent,0.5822255926,NA,0.5822255926,NA,South East,NA,NA,627,Con,Helen Whately,For,No,N,N,-0.3500170857705682,Faversham and Mid Kent,0.425968109,0.149202734,0.186788155,0.078587699,0.130979499,NA,0.028473804,Lib Dem
