pcon,lab_pc_17,cons_pc_17,lib_pc_17,refno,Constituency,Estimated Leave proportion,Known result,han_est_leave,Notes,Region,Errors,X10,index_mp,party,name_mp,brexit_vote,rebel,payroll,cabinet,lab_min_con_17,bfb_Seat,bfb_Con,bfb_Lab,bfb_LibDem,bfb_Green,bfb_BXP,bfb_Plaid,bfb_Other,bfb_Reco
E14000785,0.5620813244015872,0.3582583095106029,0.020288432819900157,361,Leigh,0.6345288292,NA,0.6345288292,NA,North West,NA,NA,486,Lab,Jo Platt,Against,No,N,N,0.2038230148909843,Leigh,0.263327948,0.329563813,0.115508885,0.046042003,0.22536349,NA,0.020193861,Lab
E14000786,0.11182462356067316,0.4949069973427812,0.3932683790965456,362,Lewes,0.4696810052,NA,0.4696810052,NA,South East,NA,NA,89,Con,Maria Caulfield,Against,Yes,N,N,-0.3830823737821081,Lewes,0.364380757,0.076765609,0.387922211,0.046059365,0.099283521,NA,0.025588536,Lib Dem
E14000787,0.6794771297218279,0.2300586851973475,0.04419397894112413,364,Lewisham East,0.3544815509,NA,0.3544815509,NA,London,NA,NA,130,Lab,Janet Daby,Against,No,N,N,0.44941844452448043,Lewisham East,0.202479339,0.399793388,0.241735537,0.05785124,0.07231405,NA,0.025826446,Lab
E14000788,0.6656703511542221,0.2302616738100609,0.06235431235431235,365,Lewisham West and Penge,0.3446838064,NA,0.3446838064,NA,London,NA,NA,506,Lab,Ellie Reeves,Against,No,N,N,0.4354086773441612,Lewisham West and Penge,0.18956044,0.351648352,0.249084249,0.101648352,0.085164835,NA,0.022893773,Lab
E14000789,0.7704492669473073,0.1372114965887647,0.052819712585280884,363,"Lewisham, Deptford",0.2466929651,NA,0.2466929651,NA,London,NA,NA,200,Lab,Vicky Foxcroft,Against*,No,N,N,0.6332377703585426,"Lewisham, Deptford",0.14500684,0.503419973,0.209302326,0.062927497,0.045143639,NA,0.034199726,Lab
E14000790,0.6981136161826176,0.20849847313364953,0.0641283867195114,366,Leyton and Wanstead,0.3500550486,NA,0.3500550486,NA,London,NA,NA,126,Lab,John Cryer,Against,No,N,N,0.489615143048968,Leyton and Wanstead,0.20431328,0.426787741,0.198637912,0.069239501,0.072644722,NA,0.028376844,Lab
E14000791,0.2884126746879904,0.6355653538599507,0.049566549585232794,367,Lichfield,0.5757439131,NA,0.5757439131,NA,West Midlands,NA,NA,185,Con,Michael Fabricant,Against,Yes,N,N,-0.3471526791719603,Lichfield,0.482336957,0.152173913,0.188858696,0.054347826,0.088315217,NA,0.033967391,Lib Dem
E14000792,0.4789400221683977,0.44737058171517713,0.026355761730777125,368,Lincoln,0.5731151012,NA,0.5731151012,NA,East Midlands,NA,NA,358,Lab,Karen Lee,Against,No,N,N,0.031569440453220576,Lincoln,0.334254144,0.298342541,0.128913444,0.064456722,0.151012891,NA,0.023020258,Lab
E14000793,0.845460224906289,0.09687630154102457,0.024718867138692212,370,"Liverpool, Riverside",0.2688889708,NA,0.2688889708,NA,North West,NA,NA,176,Lab,Dame Louise Ellman,Against,No,N,N,0.7485839233652645,"Liverpool, Riverside",0.091772152,0.57278481,0.137658228,0.079113924,0.079113924,NA,0.039556962,Lab
E14000794,0.8572884328269782,0.08588288266938408,0.015119558262435719,371,"Liverpool, Walton",0.5380360055,NA,0.5380360055,NA,North West,NA,NA,85,Lab,Dan Carden,Against,No,N,N,0.7714055501575942,"Liverpool, Walton",0.102728732,0.58105939,0.107544141,0.052969502,0.115569823,NA,0.040128411,Lab
E14000795,0.7955316223648029,0.12032538955087076,0.0654903758020165,372,"Liverpool, Wavertree",0.3584956535,NA,0.3584956535,NA,North West,NA,NA,36,Lab,Luciana Berger,Against,No,N,N,0.6752062328139321,"Liverpool, Wavertree",0.143638851,0.532147743,0.164158687,0.056087551,0.069767442,NA,0.034199726,Lab
E14000796,0.8274693886588579,0.09881983039213516,0.012067400305559861,373,"Liverpool, West Derby",0.5028271159,NA,0.5028271159,NA,North West,NA,NA,608,Lab,Stephen Twigg,Against,No,N,N,0.7286495582667227,"Liverpool, West Derby",0.144244105,0.571428571,0.094313454,0.052704577,0.102635229,NA,0.034674064,Lab
E14000797,0.42020019206618897,0.4990396690551821,0.03577232769446702,377,Loughborough,0.4966913473,NA,0.4966913473,NA,East Midlands,NA,NA,440,Con,Nicky Morgan,For,No,N,N,-0.07883947698899313,Loughborough,0.394845361,0.239175258,0.184536083,0.058762887,0.096907216,NA,0.025773196,Lab
E14000798,0.2670406094256315,0.6392336700081485,0.037710105929393035,378,Louth and Horncastle,0.6942533714,NA,0.6942533714,NA,East Midlands,NA,NA,17,Con,Victoria Atkins,For,No,Y,N,-0.37219306058251694,Louth and Horncastle,0.493150685,0.146575343,0.134246575,0.049315068,0.142465753,NA,0.034246575,Lab
E14000799,0.24308585151090653,0.629037422453472,0.10678407044226536,379,Ludlow,0.5858418541,NA,0.5858418541,NA,West Midlands,NA,NA,169,Con,Mr Philip Dunne,For,No,N,N,-0.3859515709425655,Ludlow,0.426787741,0.112372304,0.234960272,0.063564132,0.133938706,NA,0.028376844,Lib Dem
E14000800,0.6384324996782634,0.330337608854189,0.017330873836386256,380,Luton North,0.5821161422,NA,0.5821161422,NA,East of England,NA,NA,297,Ind,Kelvin Hopkins,Against,––,N,N,0.30809489082407443,Luton North,0.253608247,0.416494845,0.124742268,0.04742268,0.131958763,NA,0.025773196,Lab
E14000801,0.6243686731840548,0.32252400667634884,0.022890338803026034,381,Luton South,0.5544462729,NA,0.5544462729,NA,East of England,NA,NA,539,Lab,Mr Gavin Shuker,Against,No,N,N,0.3018446665077059,Luton South,0.279411765,0.367647059,0.145220588,0.063419118,0.121323529,NA,0.022977941,Lab
E14000802,0.36803726959692123,0.5265435395068776,0.0616863387776898,382,Macclesfield,0.4815713063,NA,0.4815713063,NA,North West,NA,NA,523,Con,David Rutley,For,No,Y,N,-0.15850626990995637,Macclesfield,0.380804954,0.202270382,0.226006192,0.057791538,0.107327141,NA,0.025799794,Lib Dem
E14000803,0.19335840244509692,0.6476416147255276,0.1122958842013084,383,Maidenhead,0.4541335515,NA,0.4541335515,NA,South East,NA,NA,401,Con,Mrs Theresa May,For,No,Y,Y,-0.45428321228043067,Maidenhead,0.461363636,0.115909091,0.238636364,0.067045455,0.088636364,NA,0.028409091,Lib Dem
E14000804,0.22106850745402865,0.563760465610921,0.1634858943867587,384,Maidstone and The Weald,0.5586830462,NA,0.5586830462,NA,South East,NA,NA,234,Con,Mrs Helen Grant,For,No,N,N,-0.34269195815689235,Maidstone and The Weald,0.395277207,0.125256674,0.237166324,0.066735113,0.149897331,NA,0.025667351,Lib Dem
E14000805,0.6018153538022287,0.31327637270151065,0.02816781369185861,385,Makerfield,0.6500090381,NA,0.6500090381,NA,North West,NA,NA,198,Lab,Yvonne Fovargue,Against,No,N,N,0.2885389811007181,Makerfield,0.298130841,0.343925234,0.114018692,0.063551402,0.157009346,NA,0.023364486,Lab
E14000806,0.21276044779092465,0.6794749213178758,0.043444484283494685,386,Maldon,0.6131394269,NA,0.6131394269,NA,East of England,NA,NA,633,Con,Mr John Whittingdale,Against,Yes,N,N,-0.46671447352695117,Maldon,0.472063854,0.122006842,0.15963512,0.052451539,0.165336374,NA,0.028506271,Lib Dem
E14000807,0.7741351568785197,0.1416934835076428,0.033748994368463396,387,Manchester Central,0.3665873462,NA,0.3665873462,NA,North West,NA,NA,491,Lab,Lucy Powell,Against,No,N,N,0.632441673370877,Manchester Central,0.144808743,0.49726776,0.146174863,0.105191257,0.072404372,NA,0.034153005,Lab
E14000808,0.7634974865623572,0.07300937914826018,0.05651426457467412,388,"Manchester, Gorton",0.3790481123,NA,0.3790481123,NA,North West,NA,NA,339,Lab,Afzal Khan,Against,No,N,N,0.6904881074140969,"Manchester, Gorton",0.108484006,0.493741307,0.171070932,0.098748261,0.093184979,NA,0.034770515,Lab
E14000809,0.7168389239207492,0.10316779224655796,0.15949031752546547,389,"Manchester, Withington",0.2630734275,NA,0.2630734275,NA,North West,NA,NA,552,Lab,Jeff Smith,Against,No,N,N,0.6136711316741913,"Manchester, Withington",0.133470226,0.421971253,0.289527721,0.078028747,0.051334702,NA,0.025667351,Lab
E14000810,0.4453017524971589,0.46637558067667523,0.013896365412604422,390,Mansfield,0.7086291353,0.7086291353,0.7086291353,NA,East Midlands,0,NA,51,Con,Ben Bradley,Against,Yes,N,N,-0.021073828179516307,Mansfield,0.410602911,0.24948025,0.097713098,0.06029106,0.155925156,NA,0.025987526,Lab
E14000811,0.18327428402716267,0.6573664009447889,0.10887215825214054,391,Meon Valley,0.5292889116,NA,0.5292889116,NA,South East,NA,NA,293,Con,George Hollingbery,For,No,Y,N,-0.47409211691762626,Meon Valley,0.468785471,0.096481271,0.230419977,0.064699205,0.11123723,NA,0.028376844,Lib Dem
E14000812,0.26856138938198854,0.6198964185714547,0.04873451311238402,392,Meriden,0.5808594959,0.5880843468,0.5880843468,http://www.bbc.co.uk/news/uk-politics-38762034,West Midlands,0.007224850909,NA,564,Con,Dame Caroline Spelman,For,No,N,N,-0.3513350291894662,Meriden,0.476060192,0.161422709,0.140902873,0.069767442,0.117647059,NA,0.034199726,Lab
E14000813,0.28434540213500586,0.616680921156831,0.05999556526972663,42,Mid Bedfordshire,0.522609586,NA,0.522609586,NA,East of England,NA,NA,155,Con,Ms Nadine Dorries,Against,Yes,N,N,-0.3323355190218252,Mid Bedfordshire,0.395277207,0.146817249,0.233059548,0.058521561,0.140657084,NA,0.025667351,Lib Dem
E14000814,0.3553036469397074,0.5859125290345636,0.0355958785809295,184,Mid Derbyshire,0.5253309968,NA,0.5253309968,NA,East Midlands,NA,NA,353,Con,Mrs Pauline Latham,Against,Yes,N,N,-0.2306088820948562,Mid Derbyshire,0.429874572,0.1995439,0.174458381,0.051311288,0.116305587,NA,0.028506271,Lab
E14000815,0.13310813611306835,0.5923861234301819,0.2745057404567497,197,Mid Dorset and North Poole,0.5792701099,NA,0.5792701099,NA,South West,NA,NA,598,Con,Michael Tomlinson,Against,Yes,N,N,-0.45927798731711356,Mid Dorset and North Poole,0.459704881,0.078320091,0.276958002,0.035187287,0.121452894,NA,0.028376844,Lib Dem
E14000816,0.30074728749012,0.5897104260975785,0.05116045124667672,421,Mid Norfolk,0.6058269069,NA,0.6058269069,NA,East of England,NA,NA,203,Con,George Freeman,For,No,N,N,-0.28896313860745854,Mid Norfolk,0.402263375,0.152263375,0.21090535,0.072016461,0.136831276,NA,0.025720165,Lib Dem
E14000817,0.250016225337487,0.5692172897196262,0.12745002596053998,555,Mid Sussex,0.4668898152,NA,0.4668898152,NA,South East,NA,NA,560,Con,Sir Nicholas Soames,For,No,N,N,-0.31920106438213913,Mid Sussex,0.389516958,0.132579651,0.288797533,0.063720452,0.099691675,NA,0.025693731,Lib Dem
E14000818,0.22946504746864166,0.6528889614986658,0.06262593258182214,634,Mid Worcestershire,0.5894371379,NA,0.5894371379,NA,West Midlands,NA,NA,302,Con,Nigel Huddleston,For,No,N,N,-0.42342391403002416,Mid Worcestershire,0.469178082,0.138127854,0.163242009,0.058219178,0.142694064,NA,0.028538813,Lib Dem
E14000819,0.6567331705811376,0.26744675477733815,0.010326346213205377,394,Middlesbrough,0.649344265,0.6608364664,0.6608364664,http://www.bbc.co.uk/news/uk-politics-38762034,North East,0.01149220136,NA,407,Lab,Andy McDonald,Against,No,N,N,0.3892864158037994,Middlesbrough,0.251724138,0.450574713,0.067816092,0.049425287,0.151724138,NA,0.028735632,Lab
E14000820,0.4750734985300294,0.4964930701385972,0.028433431331373372,395,Middlesbrough South and East Cleveland,0.6500282112,NA,0.6500282112,NA,North East,NA,NA,102,Con,Mr Simon Clarke,Against,Yes,N,N,-0.021419571608567833,Middlesbrough South and East Cleveland,0.356751825,0.27919708,0.130474453,0.064781022,0.145985402,NA,0.022810219,Lab
E14000821,0.44415243101182655,0.4750484950879169,0.039093298291721416,397,Milton Keynes North,0.4980023273,NA,0.4980023273,NA,South East,NA,NA,352,Con,Mark Lancaster,For,No,Y,N,-0.030896064076090357,Milton Keynes North,0.353747715,0.273308958,0.182815357,0.058500914,0.108775137,NA,0.02285192,Lab
E14000822,0.44909057106559663,0.4748861277228643,0.029358906826139498,398,Milton Keynes South,0.5296084999,NA,0.5296084999,NA,South East,NA,NA,572,Con,Iain Stewart,For*,No,Y,N,-0.025795556657267682,Milton Keynes South,0.340347667,0.264409881,0.191216834,0.052150046,0.129002745,NA,0.022872827,Lab
E14000823,0.6866245479862005,0.24240408994555052,0.0310486720146307,399,Mitcham and Morden,0.4911308211,0.4468652381,0.4468652381,http://www.bbc.co.uk/news/uk-politics-38762034,London,-0.04426558299,NA,406,Lab,Siobhain McDonagh,Against,No,N,N,0.44422045804065,Mitcham and Morden,0.216855087,0.388489209,0.209660843,0.046248715,0.113052415,NA,0.025693731,Lab
E14000824,0.13863131544617988,0.6186228537178718,0.19312132002961604,400,Mole Valley,0.4758537833,NA,0.4758537833,NA,South East,NA,NA,35,Con,Sir Paul Beresford,For,No,N,N,-0.47999153827169194,Mole Valley,0.455479452,0.085616438,0.276255708,0.057077626,0.105022831,NA,0.020547945,Lib Dem
E14000825,0.44624044505771293,0.47688196771579383,0.03721225660906323,404,Morecambe and Lunesdale,0.5891294279,NA,0.5891294279,NA,North West,NA,NA,443,Con,David Morris,For,No,N,N,-0.0306415226580809,Morecambe and Lunesdale,0.363553114,0.260989011,0.152930403,0.053113553,0.146520147,NA,0.022893773,Lab
E14000826,0.4669098687854537,0.5070955173138262,0.025994613900720057,405,Morley and Outwood,0.5978587835,NA,0.5978587835,NA,Yorkshire and The Humber,NA,NA,315,Con,Andrea Jenkyns,Against,Yes,N,N,-0.040185648528372475,Morley and Outwood,0.378990731,0.261585994,0.159629248,0.045314109,0.128733265,NA,0.025746653,Lab
E14000827,0.19793248452283613,0.626134018611533,0.15157886539734455,409,New Forest East,0.5954240312,NA,0.5954240312,NA,South East,NA,NA,367,Con,Dr Julian Lewis,Against,Yes,N,N,-0.4282015340886968,New Forest East,0.480325645,0.108548168,0.21302578,0.062415197,0.101763908,NA,0.033921303,Lib Dem
E14000828,0.19624398009148247,0.6683861607592642,0.0963386866020513,410,New Forest West,0.5587861576,NA,0.5587861576,NA,South East,NA,NA,582,Con,Sir Desmond Swayne,For,No,N,N,-0.4721421806677817,New Forest West,0.469387755,0.107482993,0.214965986,0.054421769,0.119727891,NA,0.034013605,Lib Dem
E14000829,0.2969368845608808,0.6266669089059264,0.05061589331783002,411,Newark,0.5575331126,NA,0.5575331126,NA,East Midlands,NA,NA,316,Con,Robert Jenrick,For,No,Y,N,-0.32973002434504556,Newark,0.430523918,0.15261959,0.21070615,0.04214123,0.135535308,NA,0.028473804,Lib Dem
E14000830,0.1412677283110651,0.6146197965455472,0.21395585794343375,412,Newbury,0.4751037638,NA,0.4751037638,NA,South East,NA,NA,33,Con,Richard Benyon,For,No,N,N,-0.4733520682344821,Newbury,0.443052392,0.089977221,0.285876993,0.064920273,0.087699317,NA,0.028473804,Lib Dem
E14000831,0.6489189626354667,0.24623928398123685,0.04884887043726748,414,Newcastle upon Tyne Central,0.4837449781,NA,0.4837449781,NA,North East,NA,NA,464,Lab,Chi Onwurah,Against,No,N,N,0.4026796786542298,Newcastle upon Tyne Central,0.218200621,0.420889349,0.139607032,0.063081696,0.132368149,NA,0.025853154,Lab
E14000832,0.6755289766313616,0.21293561015442997,0.06182001585128612,415,Newcastle upon Tyne East,0.4113020255,NA,0.4113020255,NA,North East,NA,NA,66,Lab,Mr Nicholas Brown,Against,No,N,N,0.4625933664769316,Newcastle upon Tyne East,0.197327852,0.420349435,0.196300103,0.065775951,0.094552929,NA,0.025693731,Lab
E14000833,0.5535329688535454,0.33921471172962225,0.052456096752816435,416,Newcastle upon Tyne North,0.5714743293,NA,0.5714743293,NA,North East,NA,NA,415,Lab,Catherine McKinnell,Against,No,N,N,0.21431825712392316,Newcastle upon Tyne North,0.285598047,0.318144833,0.157038243,0.04719284,0.171684296,NA,0.020341741,Lab
E14000834,0.48182108480452535,0.48113680945212356,0.03704210574335112,413,Newcastle-under-Lyme,0.6166735906,NA,0.6166735906,NA,West Midlands,NA,NA,187,Lab,Paul Farrelly,Against,No,N,N,6.842753524017864e-4,Newcastle-under-Lyme,0.390946502,0.265432099,0.127572017,0.067901235,0.122427984,NA,0.025720165,Lab
E14000835,0.2222243739953909,0.5545442221662761,0.20529852625055678,420,Newton Abbot,0.56101102,NA,0.56101102,NA,South West,NA,NA,442,Con,Anne Marie Morris,Against,Yes,N,N,-0.33231984817088517,Newton Abbot,0.376138434,0.122040073,0.306010929,0.046448087,0.126593807,NA,0.02276867,Lib Dem
E14000836,0.5949868878453376,0.30023784838690004,0.014087942916387144,426,"Normanton, Pontefract and Castleford",0.7082479334,0.6925528289,0.6925528289,http://www.bbc.co.uk/news/uk-politics-38762034,Yorkshire and The Humber,-0.01569510447,NA,112,Lab,Yvette Cooper,Against,No,N,N,0.29474903945843756,"Normanton, Pontefract and Castleford",0.262080262,0.32022932,0.13022113,0.04995905,0.217035217,NA,0.02047502,Lab
E14000837,0.12074042085427136,0.5071254711055276,0.36579381281407036,162,North Cornwall,0.6032021785,NA,0.6032021785,NA,South West,NA,NA,394,Con,Scott Mann,Against,Yes,N,N,-0.38638505025125625,North Cornwall,0.400822199,0.08016444,0.324768756,0.039054471,0.129496403,NA,0.025693731,Lib Dem
E14000838,0.12679292702629927,0.4580737815276905,0.38030697423929627,190,North Devon,0.5703847943,0.5703847943,0.5703847943,NA,South West,0,NA,277,Con,Peter Heaton-Jones,For,No,N,N,-0.3312808545013912,North Devon,0.358455882,0.09375,0.340073529,0.045955882,0.138786765,NA,0.022977941,Lib Dem
E14000839,0.18649056062019956,0.6490740076089297,0.13559687028928288,198,North Dorset,0.5641147657,NA,0.5641147657,NA,South West,NA,NA,287,Con,Simon Hoare,For,No,N,N,-0.4625834469887302,North Dorset,0.433295325,0.10604333,0.249714937,0.051311288,0.131128848,NA,0.028506271,Lib Dem
E14000840,0.5987662877737732,0.2998336567784863,0.04576748914148415,215,North Durham,0.6013442628,NA,0.6013442628,NA,North East,NA,NA,328,Lab,Mr Kevan Jones,Against,No,N,N,0.2989326309952869,North Durham,0.247926267,0.341935484,0.135483871,0.052534562,0.199078341,NA,0.023041475,Lab
E14000841,0.28459981314232324,0.6094518841482405,0.057505450015571474,43,North East Bedfordshire,0.5329326007,NA,0.5329326007,NA,East of England,NA,NA,75,Con,Alistair Burt,For,No,Y,N,-0.32485207100591723,North East Bedfordshire,0.432155074,0.163055872,0.189281642,0.051311288,0.135689852,NA,0.028506271,Lib Dem
E14000842,0.24528939268823663,0.6444711358006155,0.04472261842204039,120,North East Cambridgeshire,0.6944604007,NA,0.6944604007,NA,East of England,NA,NA,24,Con,Stephen Barclay,For,No,Y,Y,-0.3991817431123789,North East Cambridgeshire,0.479395604,0.131868132,0.142857143,0.052197802,0.159340659,NA,0.034340659,Lib Dem
E14000843,0.4351528384279476,0.49192139737991264,0.02759031361651449,185,North East Derbyshire,0.6217313517,NA,0.6217313517,NA,East Midlands,NA,NA,519,Con,Lee Rowley,Against,Yes,N,N,-0.05676855895196503,North East Derbyshire,0.386199794,0.242018538,0.159629248,0.047373841,0.139031926,NA,0.025746653,Lab
E14000844,0.17321741544762004,0.65514429000295,0.12124524962257276,288,North East Hampshire,0.4592303848,NA,0.4592303848,NA,South East,NA,NA,313,Con,Mr Ranil Jayawardena,Against,Yes,N,N,-0.48192687455533,North East Hampshire,0.447219069,0.097616345,0.274687855,0.053348468,0.098751418999999993,NA,0.028376844,Lib Dem
E14000845,0.2834112990284275,0.5863080244692336,0.07693414897445124,309,North East Hertfordshire,0.5137693409,NA,0.5137693409,NA,East of England,NA,NA,273,Con,Sir Oliver Heald,For,No,N,N,-0.3028967254408061,North East Hertfordshire,0.447098976,0.160409556,0.19112628,0.07963595,0.093287827,NA,0.028441411,Lib Dem
E14000846,0.3470754769350332,0.5364617064189626,0.08254538053031844,518,North East Somerset,0.5211688115,NA,0.5211688115,NA,South West,NA,NA,505,Con,Mr Jacob Rees-Mogg,Against,Yes,N,N,-0.1893862294839294,North East Somerset,0.413333333,0.176410256,0.232820513,0.067692308,0.084102564,NA,0.025641026,Lib Dem
E14000847,0.18923012535623893,0.6197460988102118,0.11706558781912031,307,North Herefordshire,0.5825016186,NA,0.5825016186,NA,West Midlands,NA,NA,634,Con,Bill Wiggin,Against,Yes,N,N,-0.43051597345397286,North Herefordshire,0.431171786,0.104664391,0.20705347,0.072810011,0.155858931,NA,0.028441411,Lib Dem
E14000848,0.09925653406913466,0.41672415114585726,0.48401931478500804,422,North Norfolk,0.5825388155,NA,0.5825388155,NA,East of England,NA,NA,349,LD,Norman Lamb,Against,No,N,N,-0.3174676170767226,North Norfolk,0.302658487,0.066462168,0.393660532,0.042944785,0.168711656,NA,0.025562372,Lib Dem
E14000849,0.31092285832479,0.6050828252306696,0.053022536376553533,511,North Shropshire,0.5945746021,NA,0.5945746021,NA,West Midlands,NA,NA,471,Con,Mr Owen Paterson,Against,Yes,N,N,-0.2941599669058796,North Shropshire,0.423863636,0.181818182,0.161363636,0.051136364,0.153409091,NA,0.028409091,Lab
E14000850,0.26618705035971224,0.5420685872826403,0.09649320902022776,517,North Somerset,0.4796739156,NA,0.4796739156,NA,South West,NA,NA,199,Con,Dr Liam Fox,For,No,Y,Y,-0.27588153692292805,North Somerset,0.386929461,0.153526971,0.267634855,0.052904564,0.113070539,NA,0.02593361,Lib Dem
E14000851,0.3841853180601337,0.5359763981715867,0.035730545792282055,560,North Swindon,0.5744267235,NA,0.5744267235,NA,South West,NA,NA,597,Con,Justin Tomlinson,For,No,Y,N,-0.15179108011145304,North Swindon,0.406411582,0.225439504,0.166494312,0.050672182,0.125129266,NA,0.025853154,Lab
E14000852,0.3398861872736679,0.5620900155199172,0.03281945162959131,567,North Thanet,0.6496979873,NA,0.6496979873,NA,South East,NA,NA,209,Con,Sir Roger Gale,For,No,N,N,-0.22220382824624935,North Thanet,0.428082192,0.207762557,0.123287671,0.071917808,0.140410959,NA,0.028538813,Lab
E14000853,0.644723656825715,0.2731056810298312,0.028790565019656208,583,North Tyneside,0.5936533258,NA,0.5936533258,NA,North East,NA,NA,224,Lab,Mary Glindon,Against,No,N,N,0.3716179757958838,North Tyneside,0.259793814,0.405154639,0.111340206,0.048453608,0.149484536,NA,0.025773196,Lab
E14000854,0.38895247784984527,0.5693331637627708,0.021789817287718852,602,North Warwickshire,0.6777035648,NA,0.6777035648,NA,West Midlands,NA,NA,599,Con,Craig Tracey,Against,Yes,N,N,-0.1803806859129255,North Warwickshire,0.413402062,0.202061856,0.122680412,0.057731959,0.178350516,NA,0.025773196,Lab
E14000855,0.3050585238549171,0.5864730977793752,0.04950696191651951,121,North West Cambridgeshire,0.569533401,NA,0.569533401,NA,East of England,NA,NA,612,Con,Mr Shailesh Vara,Against,Yes,N,N,-0.28141457392445807,North West Cambridgeshire,0.386831276,0.159465021,0.20781893,0.056584362,0.163580247,NA,0.025720165,Lib Dem
E14000856,0.5283286710366999,0.3447872740177863,0.07093649534466202,216,North West Durham,0.5498292758,NA,0.5498292758,NA,North East,NA,NA,484,Lab,Laura Pidcock,Against,No,N,N,0.1835413970189136,North West Durham,0.281451613,0.308064516,0.164516129,0.058064516,0.167741936,NA,0.02016129,Lab
E14000857,0.23466957054379636,0.620550602327639,0.0971210780643844,289,North West Hampshire,0.5452543174,NA,0.5452543174,NA,South East,NA,NA,392,Con,Kit Malthouse,For,No,Y,N,-0.3858810317838427,North West Hampshire,0.449258837,0.124287343,0.215507412,0.051311288,0.131128848,NA,0.028506271,Lib Dem
E14000858,0.33370687884051475,0.581853159261127,0.06387628172802151,359,North West Leicestershire,0.6069847772,0.6069847772,0.6069847772,NA,East Midlands,0,NA,60,Con,Andrew Bridgen,Against,Yes,N,N,-0.24814628042061226,North West Leicestershire,0.446347032,0.19977169,0.163242009,0.054794521,0.107305936,NA,0.028538813,Lab
E14000859,0.3200098338489275,0.6024871442912458,0.028538649075003586,423,North West Norfolk,0.6614050216,NA,0.6614050216,NA,East of England,NA,NA,31,Con,Sir Henry Bellingham,For,No,N,N,-0.28247731044231833,North West Norfolk,0.431844215,0.194730813,0.130584192,0.04696449,0.167239404,NA,0.028636884,Lab
E14000860,0.17500837895207239,0.6032473094253901,0.1772800059583659,619,North Wiltshire,0.5036643267,NA,0.5036643267,NA,South West,NA,NA,236,Con,James Gray,Against,Yes,N,N,-0.4282389304733177,North Wiltshire,0.427758817,0.097838453,0.271899886,0.050056883,0.124004551,NA,0.028441411,Lib Dem
E14000861,0.4521769280301154,0.4721630590915845,0.025137451087225718,427,Northampton North,0.6068557353,NA,0.6068557353,NA,East Midlands,NA,NA,175,Con,Michael Ellis,For,No,Y,N,-0.019986131061469126,Northampton North,0.363468635,0.266605166,0.125461255,0.070110701,0.151291513,NA,0.023062731,Lab
E14000862,0.44041526538967685,0.4686601354973924,0.03423989862065604,428,Northampton South,0.5961124246,NA,0.5961124246,NA,East Midlands,NA,NA,364,Con,Andrew Lewer,Against,Yes,N,N,-0.028244870107715536,Northampton South,0.390495868,0.244834711,0.113636364,0.090909091,0.134297521,NA,0.025826446,Lab
E14000863,0.4661292079747249,0.47717616298071686,0.03224752151650507,430,Norwich North,0.573218222,NA,0.573218222,NA,East of England,NA,NA,549,Con,Chloe Smith,For,No,Y,N,-0.011046955005991954,Norwich North,0.373052246,0.274060495,0.137488543,0.058661778,0.133822182,NA,0.022914757,Lab
E14000864,0.6096497205942484,0.30598337195038844,0.055316497595358165,431,Norwich South,0.4036060387,NA,0.4036060387,NA,East of England,NA,NA,366,Lab,Clive Lewis,Against,No,N,N,0.30366634864385994,Norwich South,0.259799453,0.363719234,0.172288058,0.095715588,0.085688241,NA,0.022789426,Lab
E14000865,0.7145726854324002,0.21644163043201872,0.025504106593434536,432,Nottingham East,0.4280354764,0.4287932214,0.4287932214,http://www.bbc.co.uk/news/uk-politics-38762034,East Midlands,7.577450364e-4,NA,361,Lab,Mr Chris Leslie,Against,No,N,N,0.49813105500038146,Nottingham East,0.190585534,0.447761194,0.14695752,0.082663605,0.103329506,NA,0.028702641,Lab
E14000866,0.6019729116104282,0.31073357864244894,0.017589185521542837,433,Nottingham North,0.6549904627,0.6380805601,0.6380805601,http://www.bbc.co.uk/news/uk-politics-38762034,East Midlands,-0.01690990266,NA,457,Lab,Alex Norris,Against,No,N,N,0.29123933296797927,Nottingham North,0.247916667,0.410416667,0.082291667,0.058333333,0.175,NA,0.026041667,Lab
E14000867,0.6235949219805107,0.30856656070144817,0.0324960003324399,434,Nottingham South,0.450235215,0.4646776483,0.4646776483,http://www.bbc.co.uk/news/uk-politics-38762034,East Midlands,0.0144424333,NA,243,Lab,Lilian Greenwood,Against,No,N,N,0.31502836127906253,Nottingham South,0.255514706,0.374080882,0.143382353,0.102941177,0.101102941,NA,0.022977941,Lab
E14000868,0.4127900666420648,0.5156619706080274,0.019840666854798447,435,Nuneaton,0.6475463211,NA,0.6475463211,NA,West Midlands,NA,NA,329,Con,Mr Marcus Jones,For,No,N,N,-0.10287190396596263,Nuneaton,0.418918919,0.243243243,0.107068607,0.06964657,0.135135135,NA,0.025987526,Lab
E14000869,0.29305607593355815,0.6149827234503144,0.03272136880229799,438,Old Bexley and Sidcup,0.6315823144,NA,0.6315823144,NA,London,NA,NA,63,Con,James Brokenshire,For,No,Y,Y,-0.3219266475167562,Old Bexley and Sidcup,0.41563786,0.158436214,0.157407407,0.051440329,0.191358025,NA,0.025720165,Lab
